id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q1625960,President of Albania,Q222,Q222,,,1991-04-30,,,,President of Albania
Q16009376,Prime Minister of Albania,Q222,Q222,,,1912-11-29,,,,Prime Minister of Albania
Q17513826,Deputy Prime Minister of Albania,Q222,Q222,,,1912-11-29,,,,Deputy Prime Minister of Albania
Q107863512,Minister of Agriculture and Rural Development,Q222,Q222,,,,,,,
Q30612831,Minister of Defence,Q222,Q222,,,1912-12-04,,,,Minister of Defence (Albania)
Q107863513,Minister of Education and Sports,Q222,Q222,,,,,,,
Q45178938,Finance Minister of Albania,Q222,Q222,,,,,,,List of Finance Ministers of Albania
Q3304204,Minister of Foreign Affairs,Q222,Q222,,,1912-12-04,,,,List of Foreign Ministers of Albania
Q98966286,Minister of Health and Social Welfare,Q222,Q222,,,,,,,
Q107863483,Minister of Infrastructure and Energy,Q222,Q222,,,,,,,
Q63792717,Minister of Internal Affairs,Q222,Q222,,,1912-12-04,,,,
Q55286792,Minister of Justice,Q222,Q222,,,,,,,
Q109524973,Minister of Social Welfare and Youth,,Q222,,,,,,,
Q48989166,Minister of State for Diaspora,Q222,Q222,,,2017-09-13,,,,Minister of State for Diaspora (Albania)
Q107863478,Minister of Tourism and Environment,Q222,Q222,,,,,,,
Q107863472,Minister of State for Entrepreneurship Protection,Q222,Q222,,,,,,,Minister of State for Entrepreneurs (Albania)
Q107863468,Minister of State for Parliament Relations,Q222,Q222,,,,,,,
Q107863487,Minister of State for Reconstruction,Q222,Q222,,,,,,,
Q109524548,Minister of State for Services Standards,Q222,Q222,,,,,,,
Q109524654,Minister of State for Youth and Children,Q222,Q222,,,,,,,
Q42297647,Deputy Minister of Defense of Albania,Q222,Q222,,,,,,,
Q1850524,Speaker of the Parliament of Albania,Q222,Q222,,,1920,,,,Speaker of the Parliament of Albania
Q30587681,Mayor of Tirana,Q222,Q19689,,Q48995546,1913,,,,Mayor of Tirana
Q17509064,Chief of the General Staff of the Albanian Armed Forces,Q222,Q222,,,1913-05-04,,,,Chief of the General Staff (Albania)
Q23000874,Governor of the Bank of Albania,Q222,Q222,,,,,,,
